id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
MOND-TONI-003_4979,"Tonico 150 Ml, Brisa Del Oceano","Tonico 150 Ml, Brisa Del Oceano",https://kluumstore.com.mx/wp-content/uploads/2019/11/MOND-TONI-003.png,https://kluumstore.com.mx/producto/tonico-150-ml-brisa-del-oceano/,"Cuidado Personal","Kluum Store",99MXN,in stock,MOND-TONI-003_4979,https://kluumstore.com.mx/carrito/?add-to-cart=4979,"https://kluumstore.com.mx/wp-content/uploads/2019/11/MOND-TONI-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
MOND-TONI-002_4977,"Tonico 150 Ml, Manzanilla","Tonico 150 Ml, Manzanilla",https://kluumstore.com.mx/wp-content/uploads/2019/11/MOND-TONI-002.png,https://kluumstore.com.mx/producto/tonico-150-ml-manzanilla/,"Cuidado Personal","Kluum Store",99MXN,in stock,MOND-TONI-002_4977,https://kluumstore.com.mx/carrito/?add-to-cart=4977,"https://kluumstore.com.mx/wp-content/uploads/2019/11/MOND-TONI-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
MOND-TONI-001_4975,"Tonico 150 Ml, Rosas","Tonico 150 Ml, Rosas",https://kluumstore.com.mx/wp-content/uploads/2019/11/MOND-TONI-001.png,https://kluumstore.com.mx/producto/tonico-150-ml-rosas/,"Cuidado Personal","Kluum Store",99MXN,in stock,MOND-TONI-001_4975,https://kluumstore.com.mx/carrito/?add-to-cart=4975,"https://kluumstore.com.mx/wp-content/uploads/2019/11/MOND-TONI-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
SINO-TERM-004_4973,"Termo De Acero Inoxidable 600 Ml, Azul","Termo De Acero Inoxidable 600 Ml, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-004.png,https://kluumstore.com.mx/producto/termo-de-acero-inoxidable-600-ml-azul-2/,"Termos","Kluum Store",349MXN,in stock,SINO-TERM-004_4973,https://kluumstore.com.mx/carrito/?add-to-cart=4973,"https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-004.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,349MXN,new,published,,
SINO-TERM-003_4971,"Termo De Acero Inoxidable 600 Ml, Rosa","Termo De Acero Inoxidable 600 Ml, Rosa",https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-003.png,https://kluumstore.com.mx/producto/termo-de-acero-inoxidable-600-ml-rosa/,"Termos","Kluum Store",349MXN,in stock,SINO-TERM-003_4971,https://kluumstore.com.mx/carrito/?add-to-cart=4971,"https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,349MXN,new,published,,
SINO-TERM-002_4969,"Termo De Acero Inoxidable 600 Ml, Azul","Termo De Acero Inoxidable 600 Ml, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-002.png,https://kluumstore.com.mx/producto/termo-de-acero-inoxidable-600-ml-azul/,"Termos","Kluum Store",349MXN,in stock,SINO-TERM-002_4969,https://kluumstore.com.mx/carrito/?add-to-cart=4969,"https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,349MXN,new,published,,
SINO-TERM-001_4967,"Termo De Acero Inoxidable 600 Ml, Rojo","Termo De Acero Inoxidable 600 Ml, Rojo",https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-001.png,https://kluumstore.com.mx/producto/termo-de-acero-inoxidable-600-ml-rojo/,"Termos","Kluum Store",349MXN,in stock,SINO-TERM-001_4967,https://kluumstore.com.mx/carrito/?add-to-cart=4967,"https://kluumstore.com.mx/wp-content/uploads/2019/11/SINO-TERM-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,349MXN,new,published,,
CILL-TERM-002_4965,"Termo Acero Inoxidable 450 Ml, Azul","Termo Acero Inoxidable 450 Ml, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/CILL-TERM-002.png,https://kluumstore.com.mx/producto/termo-acero-inoxidable-450-ml-azul/,"Termos","Kluum Store",249MXN,in stock,CILL-TERM-002_4965,https://kluumstore.com.mx/carrito/?add-to-cart=4965,"https://kluumstore.com.mx/wp-content/uploads/2019/11/CILL-TERM-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,249MXN,new,published,,
CILL-TERM-001_4963,"Termo Acero Inoxidable 450 Ml, Rosa","Termo Acero Inoxidable 450 Ml, Rosa",https://kluumstore.com.mx/wp-content/uploads/2019/11/CILL-TERM-001.png,https://kluumstore.com.mx/producto/termo-acero-inoxidable-450-ml-rosa/,"Termos","Kluum Store",249MXN,in stock,CILL-TERM-001_4963,https://kluumstore.com.mx/carrito/?add-to-cart=4963,"https://kluumstore.com.mx/wp-content/uploads/2019/11/CILL-TERM-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,249MXN,new,published,,
BRIG-TERM-004_4961,"Termo De Fibra De Bambu, Kluum","Termo De Fibra De Bambu, Kluum",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-004.png,https://kluumstore.com.mx/producto/termo-de-fibra-de-bambu-kluum/,"Termos","Kluum Store",149MXN,in stock,BRIG-TERM-004_4961,https://kluumstore.com.mx/carrito/?add-to-cart=4961,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-004.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,149MXN,new,published,,
BRIG-TERM-003_4959,"Termo De Fibra De Bambu, Rosa","Termo De Fibra De Bambu, Rosa",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-003.png,https://kluumstore.com.mx/producto/termo-de-fibra-de-bambu-rosa/,"Termos","Kluum Store",149MXN,in stock,BRIG-TERM-003_4959,https://kluumstore.com.mx/carrito/?add-to-cart=4959,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,149MXN,new,published,,
BRIG-TERM-002_4957,"Termo De Fibra De Bambu, Verde","Termo De Fibra De Bambu, Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-002.png,https://kluumstore.com.mx/producto/termo-de-fibra-de-bambu-verde/,"Termos","Kluum Store",149MXN,in stock,BRIG-TERM-002_4957,https://kluumstore.com.mx/carrito/?add-to-cart=4957,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,149MXN,new,published,,
BRIG-TERM-001_4955,"Termo De Fibra De Bambu, Beige","Termo De Fibra De Bambu, Beige",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-001.png,https://kluumstore.com.mx/producto/termo-de-fibra-de-bambu-beige/,"Termos","Kluum Store",149MXN,in stock,BRIG-TERM-001_4955,https://kluumstore.com.mx/carrito/?add-to-cart=4955,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TERM-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,149MXN,new,published,,
HOMS-TENE-003_4953,"Tenedor De Acero Inoxidable Con Manija De Madera","Tenedor De Acero Inoxidable Con Manija De Madera",https://kluumstore.com.mx/wp-content/uploads/2019/11/HOMS-TENE-003.png,https://kluumstore.com.mx/producto/tenedor-de-acero-inoxidable-con-manija-de-madera/,"Vajillas","Kluum Store",29MXN,in stock,HOMS-TENE-003_4953,https://kluumstore.com.mx/carrito/?add-to-cart=4953,"https://kluumstore.com.mx/wp-content/uploads/2019/11/HOMS-TENE-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29MXN,new,published,,
HOMS-TENE-002_4951,"Tenedor De Acero Inoxidable Con Manija Redondeada","Tenedor De Acero Inoxidable Con Manija Redondeada",https://kluumstore.com.mx/wp-content/uploads/2019/11/HOMS-TENE-002.png,https://kluumstore.com.mx/producto/tenedor-de-acero-inoxidable-con-manija-redondeada/,"Vajillas","Kluum Store",19MXN,in stock,HOMS-TENE-002_4951,https://kluumstore.com.mx/carrito/?add-to-cart=4951,"https://kluumstore.com.mx/wp-content/uploads/2019/11/HOMS-TENE-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19MXN,new,published,,
HOMS-TENE-001_4949,"Tenedor De Acero Inoxidable Con Manija Recta","Tenedor De Acero Inoxidable Con Manija Recta",https://kluumstore.com.mx/wp-content/uploads/2019/11/HOMS-TENE-001.png,https://kluumstore.com.mx/producto/tenedor-de-acero-inoxidable-con-manija-recta/,"Vajillas","Kluum Store",19MXN,in stock,HOMS-TENE-001_4949,https://kluumstore.com.mx/carrito/?add-to-cart=4949,"https://kluumstore.com.mx/wp-content/uploads/2019/11/HOMS-TENE-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,19MXN,new,published,,
UNIO-CONT-012_4947,"Caja De Almacenamiento 38X50X24 Cm, Azul","Caja De Almacenamiento 38X50X24 Cm, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-012.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-38x50x24-cm-azul/,"Contenedores","Kluum Store",139MXN,in stock,UNIO-CONT-012_4947,https://kluumstore.com.mx/carrito/?add-to-cart=4947,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-012.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,139MXN,new,published,,
UNIO-CONT-011_4945,"Caja De Almacenamiento 40X33X19 Cm, Azul","Caja De Almacenamiento 40X33X19 Cm, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-011.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-40x33x19-cm-azul/,"Contenedores","Kluum Store",109MXN,in stock,UNIO-CONT-011_4945,https://kluumstore.com.mx/carrito/?add-to-cart=4945,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-011.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,109MXN,new,published,,
UNIO-CONT-010_4943,"Caja De Almacenamiento 27X27X27 Cm, Naranja","Caja De Almacenamiento 27X27X27 Cm, Naranja",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-010.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-27x27x27-cm-naranja/,"Contenedores","Kluum Store",79MXN,in stock,UNIO-CONT-010_4943,https://kluumstore.com.mx/carrito/?add-to-cart=4943,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-010.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79MXN,new,published,,
UNIO-CONT-009_4941,"Caja De Almacenamiento 30X30X30 Cm, Naranja","Caja De Almacenamiento 30X30X30 Cm, Naranja",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-009.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-30x30x30-cm-naranja/,"Contenedores","Kluum Store",89MXN,in stock,UNIO-CONT-009_4941,https://kluumstore.com.mx/carrito/?add-to-cart=4941,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-009.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89MXN,new,published,,
UNIO-CONT-008_4939,"Caja De Almacenamiento 35X45X22 Cm, Verde","Caja De Almacenamiento 35X45X22 Cm, Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-008.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-35x45x22-cm-verde/,"Contenedores","Kluum Store",139MXN,in stock,UNIO-CONT-008_4939,https://kluumstore.com.mx/carrito/?add-to-cart=4939,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-008.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,139MXN,new,published,,
UNIO-CONT-007_4937,"Caja De Almacenamiento 30X40X18 Cm, Verde","Caja De Almacenamiento 30X40X18 Cm, Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-007.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-30x40x18-cm-verde/,"Contenedores","Kluum Store",129MXN,in stock,UNIO-CONT-007_4937,https://kluumstore.com.mx/carrito/?add-to-cart=4937,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-007.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,129MXN,new,published,,
UNIO-CONT-006_4935,"Caja De Almacenamiento 27X27X27 Cm,  Azul","Caja De Almacenamiento 27X27X27 Cm,  Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-006.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-27x27x27-cm-azul/,"Contenedores","Kluum Store",79MXN,in stock,UNIO-CONT-006_4935,https://kluumstore.com.mx/carrito/?add-to-cart=4935,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-006.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79MXN,new,published,,
UNIO-CONT-005_4933,"Caja De Almacenamiento 30X30X30 Cm, Azul","Caja De Almacenamiento 30X30X30 Cm, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-005.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-30x30x30-cm-azul/,"Contenedores","Kluum Store",89MXN,in stock,UNIO-CONT-005_4933,https://kluumstore.com.mx/carrito/?add-to-cart=4933,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-005.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89MXN,new,published,,
UNIO-CONT-004_4931,"Caja De Almacenamiento 35X45X22 Cm, Azul","Caja De Almacenamiento 35X45X22 Cm, Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-004.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-35x45x22-cm-azul/,"Contenedores","Kluum Store",129MXN,in stock,UNIO-CONT-004_4931,https://kluumstore.com.mx/carrito/?add-to-cart=4931,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-004.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,129MXN,new,published,,
UNIO-CONT-003_4929,"Caja De Almacenamiento 30X40X18 Cm,  Azul","Caja De Almacenamiento 30X40X18 Cm,  Azul",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-003.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-30x40x18-cm-azul/,"Contenedores","Kluum Store",119MXN,in stock,UNIO-CONT-003_4929,https://kluumstore.com.mx/carrito/?add-to-cart=4929,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119MXN,new,published,,
UNIO-CONT-002_4927,"Caja De Almacenamiento Beige 30X30X30 Cm, Conejo","Caja De Almacenamiento Beige 30X30X30 Cm, Conejo",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-002.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-beige-30x30x30-cm-conejo/,"Contenedores","Kluum Store",129MXN,in stock,UNIO-CONT-002_4927,https://kluumstore.com.mx/carrito/?add-to-cart=4927,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,129MXN,new,published,,
UNIO-CONT-001_4925,"Caja De Almacenamiento Beige 30X30X30 Cm, Mariposa","Caja De Almacenamiento Beige 30X30X30 Cm, Mariposa",https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-001.png,https://kluumstore.com.mx/producto/caja-de-almacenamiento-beige-30x30x30-cm-mariposa/,"Contenedores","Kluum Store",129MXN,in stock,UNIO-CONT-001_4925,https://kluumstore.com.mx/carrito/?add-to-cart=4925,"https://kluumstore.com.mx/wp-content/uploads/2019/11/UNIO-CONT-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,129MXN,new,published,,
BRIG-TAZO-009_4923,"Tazon De Fibra De Bambu Pequeño, Juego De 4 Piezas, Rosa, Rosa Claro, Lila Y Beige","Tazon De Fibra De Bambu Pequeño, Juego De 4 Piezas, Rosa, Rosa Claro, Lila Y Beige",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-009.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-pequeno-juego-de-4-piezas-rosa-rosa-claro-lila-y-beige/,"Tazones","Kluum Store",249MXN,in stock,BRIG-TAZO-009_4923,https://kluumstore.com.mx/carrito/?add-to-cart=4923,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-009.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,249MXN,new,published,,
BRIG-TAZO-008_4921,"Tazon De Fibra De Bambu Grande, Juego De 4 Piezas, Rosa, Rosa Claro, Lila Y Beige","Tazon De Fibra De Bambu Grande, Juego De 4 Piezas, Rosa, Rosa Claro, Lila Y Beige",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-008.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-grande-juego-de-4-piezas-rosa-rosa-claro-lila-y-beige/,"Tazones","Kluum Store",349MXN,in stock,BRIG-TAZO-008_4921,https://kluumstore.com.mx/carrito/?add-to-cart=4921,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-008.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,349MXN,new,published,,
BRIG-TAZO-007_4919,"Tazon De Fibra De Bambu Pequeño, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige","Tazon De Fibra De Bambu Pequeño, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-007.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-pequeno-juego-de-4-piezas-naranja-gris-oscuro-gris-claro-y-beige/,"Tazones","Kluum Store",199MXN,in stock,BRIG-TAZO-007_4919,https://kluumstore.com.mx/carrito/?add-to-cart=4919,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-007.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,199MXN,new,published,,
BRIG-TAZO-006_4917,"Tazon De Fibra De Bambu Grande, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige","Tazon De Fibra De Bambu Grande, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-006.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-grande-juego-de-4-piezas-naranja-gris-oscuro-gris-claro-y-beige/,"Tazones","Kluum Store",349MXN,in stock,BRIG-TAZO-006_4917,https://kluumstore.com.mx/carrito/?add-to-cart=4917,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-006.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,349MXN,new,published,,
BRIG-TAZO-005_4915,"Tazon De Fibra De Bambu Grande, Verde","Tazon De Fibra De Bambu Grande, Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-005.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-grande-verde/,"Tazones","Kluum Store",249MXN,in stock,BRIG-TAZO-005_4915,https://kluumstore.com.mx/carrito/?add-to-cart=4915,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-005.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,249MXN,new,published,,
BRIG-TAZO-004_4913,"Tazon De Fibra De Bambu Pequeño, Verde","Tazon De Fibra De Bambu Pequeño, Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-004.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-pequeno-verde/,"Tazones","Kluum Store",89MXN,in stock,BRIG-TAZO-004_4913,https://kluumstore.com.mx/carrito/?add-to-cart=4913,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-004.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,89MXN,new,published,,
BRIG-TAZO-003_4911,"Tazon De Fibra De Bambu, Blanco Con Franja Con Hojas De Color Verde","Tazon De Fibra De Bambu, Blanco Con Franja Con Hojas De Color Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-003.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-blanco-con-franja-con-hojas-de-color-verde/,"Tazones","Kluum Store",199MXN,in stock,BRIG-TAZO-003_4911,https://kluumstore.com.mx/carrito/?add-to-cart=4911,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,199MXN,new,published,,
BRIG-TAZO-002_4909,"Tazon De Fibra De Bambu, Blanco Con Franja De Rombos Turquesa","Tazon De Fibra De Bambu, Blanco Con Franja De Rombos Turquesa",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-002.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-blanco-con-franja-de-rombos-turquesa/,"Tazones","Kluum Store",69MXN,in stock,BRIG-TAZO-002_4909,https://kluumstore.com.mx/carrito/?add-to-cart=4909,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,69MXN,new,published,,
BRIG-TAZO-001_4907,"Tazon De Fibra De Bambu, Juego De 2 Piezas, Rosa Y Verde","Tazon De Fibra De Bambu, Juego De 2 Piezas, Rosa Y Verde",https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-001.png,https://kluumstore.com.mx/producto/tazon-de-fibra-de-bambu-juego-de-2-piezas-rosa-y-verde/,"Tazones","Kluum Store",119MXN,in stock,BRIG-TAZO-001_4907,https://kluumstore.com.mx/carrito/?add-to-cart=4907,"https://kluumstore.com.mx/wp-content/uploads/2019/11/BRIG-TAZO-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,119MXN,new,published,,
XIAN-TAZC-004_4905,"Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm, Blanca Con Cactus Feliz","Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm, Blanca Con Cactus Feliz",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-004.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-8-8x8-1x10-5-cm-blanca-con-cactus-feliz/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZC-004_4905,https://kluumstore.com.mx/carrito/?add-to-cart=4905,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-004.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
XIAN-TAZC-003_4903,"Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm, Azul Con Cactus Feliz","Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm, Azul Con Cactus Feliz",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-003.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-8-8x8-1x10-5-cm-azul-con-cactus-feliz/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZC-003_4903,https://kluumstore.com.mx/carrito/?add-to-cart=4903,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
XIAN-TAZC-002_4901,"Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm, Azul Con Cactus Con Corazon","Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm, Azul Con Cactus Con Corazon",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-002.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-8-8x8-1x10-5-cm-azul-con-cactus-con-corazon/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZC-002_4901,https://kluumstore.com.mx/carrito/?add-to-cart=4901,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
XIAN-TAZC-001_4899,"Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm,  Blanca Con Cactus","Taza De Ceramica Con Tapa De 8.8X8.1X10.5 Cm,  Blanca Con Cactus",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-001.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-8-8x8-1x10-5-cm-blanca-con-cactus/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZC-001_4899,https://kluumstore.com.mx/carrito/?add-to-cart=4899,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZC-001.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
XIAN-TAZB-004_4897,"Taza De Ceramica Con Tapa De Bambu De 9X9.8X5 Cm, Elefante","Taza De Ceramica Con Tapa De Bambu De 9X9.8X5 Cm, Elefante",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZB-004.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-bambu-de-9x9-8x5-cm-elefante/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZB-004_4897,https://kluumstore.com.mx/carrito/?add-to-cart=4897,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZB-004.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
XIAN-TAZB-003_4895,"Taza De Ceramica Con Tapa De Bambu De 9X9.8X5 Cm, Flamenco","Taza De Ceramica Con Tapa De Bambu De 9X9.8X5 Cm, Flamenco",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZB-003.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-bambu-de-9x9-8x5-cm-flamenco/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZB-003_4895,https://kluumstore.com.mx/carrito/?add-to-cart=4895,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZB-003.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
XIAN-TAZB-002_4893,"Taza De Ceramica Con Tapa De Bambu De 9X9.8X5 Cm, Oso","Taza De Ceramica Con Tapa De Bambu De 9X9.8X5 Cm, Oso",https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZB-002.png,https://kluumstore.com.mx/producto/taza-de-ceramica-con-tapa-de-bambu-de-9x9-8x5-cm-oso/,"Tazas","Kluum Store",99MXN,in stock,XIAN-TAZB-002_4893,https://kluumstore.com.mx/carrito/?add-to-cart=4893,"https://kluumstore.com.mx/wp-content/uploads/2019/11/XIAN-TAZB-002.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99MXN,new,published,,
