ID,Tipo,SKU,Nombre,Publicado,¿Es destacado?,Visibilidad en catálogo,Descripción corta,Descripción,Fecha de inicio de oferta,Fecha de fin de oferta,Status de Impuesto,Clase de impuesto,¿En existencia?,Disponibilidad,Cantidad de bajas existencias,¿Permitir sobre pedidos?,¿Vender individualmente?,Peso (kg),Largo (cm),Ancho (cm),Alto (cm),¿Permitir opiniones de los clientes?,Nota de compra,Precio de oferta:,Precio regular:,Categorías,Etiquetas,Clase de Envío,Imágenes,Límite de descarga,Caducidad en días de descarga,Padre,Productos agrupados.,Productos-complementarios (Up-Sells),Ventas Cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valores para el atributo 1,Atributo 1 visible,Atributo 1 global
4691,simple,HEAL-CREM-003,"Crema De Manos 30 Ml, Manzana",1,0,visible,"Crema De Manos 30 Ml, Manzana",,,,taxable,,1,,,0,0,,,,,1,,,29,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-CREM-003.png,,,,,,,,,0,Tipo,Para manos,1,1
4693,simple,HEAL-CREM-004,"Crema De Manos 30 Ml, Citricos",1,0,visible,"Crema De Manos 30 Ml, Citricos",,,,taxable,,1,,,0,0,,,,,1,,,29,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-CREM-004.png,,,,,,,,,0,Tipo,Para manos,1,1
4695,simple,HEAL-CREM-005,"Crema De Manos 50 Ml, Manteca De Karite",1,0,visible,"Crema De Manos 50 Ml, Manteca De Karite",,,,taxable,,1,,,0,0,,,,,1,,,39,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-CREM-005.png,,,,,,,,,0,Tipo,Para manos,1,1
4697,simple,HEAL-CREM-006,"Crema De Manos 50 Ml, Melon",1,0,visible,"Crema De Manos 50 Ml, Melon",,,,taxable,,1,,,0,0,,,,,1,,,39,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-CREM-006.png,,,,,,,,,0,Tipo,Para manos,1,1
4699,simple,HEAL-CREM-007,"Crema De Manos 50 Ml, Flor De Cerezo",1,0,visible,"Crema De Manos 50 Ml, Flor De Cerezo",,,,taxable,,1,,,0,0,,,,,1,,,39,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-CREM-007.png,,,,,,,,,0,Tipo,Para manos,1,1
4701,simple,HEAL-CREM-008,"Crema De Manos 50 Ml, Orquidea",1,0,visible,"Crema De Manos 50 Ml, Orquidea",,,,taxable,,1,,,0,0,,,,,1,,,39,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-CREM-008.png,,,,,,,,,0,Tipo,Para manos,1,1
4703,simple,BRIG-VASN-001,"Vaso Para Niño De Fibra De Bambu, Niño Con Tabla De Surf",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Niño Con Tabla De Surf",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-001.png,,,,,,,,,0,Tipo,Para niños,1,1
4705,simple,BRIG-VASN-002,"Vaso Para Niño De Fibra De Bambu, Niño Medieval",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Niño Medieval",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-002.png,,,,,,,,,0,Tipo,Para niños,1,1
4707,simple,BRIG-VASN-003,"Vaso Para Niño De Fibra De Bambu, Niño Buceando",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Niño Buceando",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-003.png,,,,,,,,,0,Tipo,Para niños,1,1
4709,simple,BRIG-VASN-004,"Vaso Para Niño De Fibra De Bambu, Unicornio",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Unicornio",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-004.png,,,,,,,,,0,Tipo,Para niños,1,1
4711,simple,BRIG-VASN-005,"Vaso Para Niño De Fibra De Bambu, Oso",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Oso",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-005.png,,,,,,,,,0,Tipo,Para niños,1,1
4713,simple,BRIG-VASN-006,"Vaso Para Niño De Fibra De Bambu, Sirena",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Sirena",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-006.png,,,,,,,,,0,Tipo,Para niños,1,1
4715,simple,BRIG-VASN-007,"Vaso Para Niño De Fibra De Bambu, Ada",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Ada",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-007.png,,,,,,,,,0,Tipo,Para niños,1,1
4717,simple,BRIG-VASN-008,"Vaso Para Niño De Fibra De Bambu, Manijas Verdes",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Manijas Verdes",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-008.png,,,,,,,,,0,Tipo,Para niños,1,1
4719,simple,BRIG-VASN-009,"Vaso Para Niño De Fibra De Bambu, Manijas Rojas",1,0,visible,"Vaso Para Niño De Fibra De Bambu, Manijas Rojas",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vasos,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-VASN-009.png,,,,,,,,,0,Tipo,Para niños,1,1
4721,simple,FRAN-PERF-001,"Perfume De Dama 80 Ml, Rosado",1,0,visible,"Perfume De Dama 80 Ml, Rosado",,,,taxable,,1,,,0,0,,,,,1,,,199,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-001.png,,,,,,,,,0,Tipo,Perfumes,1,1
4723,simple,FRAN-PERF-002,"Perfume De Dama 75 Ml, Dorado",1,0,visible,"Perfume De Dama 75 Ml, Dorado",,,,taxable,,1,,,0,0,,,,,1,,,179,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-002.png,,,,,,,,,0,Tipo,Perfumes,1,1
4725,simple,FRAN-PERF-003,"Perfume De Dama 75 Ml, Negro",1,0,visible,"Perfume De Dama 75 Ml, Negro",,,,taxable,,1,,,0,0,,,,,1,,,179,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-003.png,,,,,,,,,0,Tipo,Perfumes,1,1
4727,simple,FRAN-PERF-004,"Perfume De Dama 75 Ml, Rosa",1,0,visible,"Perfume De Dama 75 Ml, Rosa",,,,taxable,,1,,,0,0,,,,,1,,,179,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-004.png,,,,,,,,,0,Tipo,Perfumes,1,1
4729,simple,FRAN-PERF-005,"Perfume De Dama 75 Ml, Dorado",1,0,visible,"Perfume De Dama 75 Ml, Dorado",,,,taxable,,1,,,0,0,,,,,1,,,179,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-005.png,,,,,,,,,0,Tipo,Perfumes,1,1
4731,simple,FRAN-PERF-006,"Perfume De Dama 25 Ml, Negro",1,0,visible,"Perfume De Dama 25 Ml, Negro",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-006.png,,,,,,,,,0,Tipo,Perfumes,1,1
4733,simple,FRAN-PERF-007,"Perfume De Dama 25 Ml, Rosa",1,0,visible,"Perfume De Dama 25 Ml, Rosa",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-007.png,,,,,,,,,0,Tipo,Perfumes,1,1
4735,simple,FRAN-PERF-008,"Perfume De Dama 25 Ml, Blanco",1,0,visible,"Perfume De Dama 25 Ml, Blanco",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-008.png,,,,,,,,,0,Tipo,Perfumes,1,1
4737,simple,FRAN-PERF-009,"Perfume De Dama 25 Ml, Verde Azul",1,0,visible,"Perfume De Dama 25 Ml, Verde Azul",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-009.png,,,,,,,,,0,Tipo,Perfumes,1,1
4739,simple,FRAN-PERF-010,"Perfume De Dama 25 Ml, Blanco Con Rosa",1,0,visible,"Perfume De Dama 25 Ml, Blanco Con Rosa",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-010.png,,,,,,,,,0,Tipo,Perfumes,1,1
4741,simple,FRAN-PERF-011,"Perfume De Dama 25 Ml, Blanco Con Coral",1,0,visible,"Perfume De Dama 25 Ml, Blanco Con Coral",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-011.png,,,,,,,,,0,Tipo,Perfumes,1,1
4743,simple,FRAN-PERF-012,"Perfume De Dama 25 Ml, Blanco Con Azul",1,0,visible,"Perfume De Dama 25 Ml, Blanco Con Azul",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-012.png,,,,,,,,,0,Tipo,Perfumes,1,1
4745,simple,FRAN-PERF-013,"Perfume De Dama 25 Ml, Dorado Rosado",1,0,visible,"Perfume De Dama 25 Ml, Dorado Rosado",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-013.png,,,,,,,,,0,Tipo,Perfumes,1,1
4747,simple,FRAN-PERF-014,"Perfume De Dama 25 Ml, Rosa",1,0,visible,"Perfume De Dama 25 Ml, Rosa",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-014.png,,,,,,,,,0,Tipo,Perfumes,1,1
4749,simple,FRAN-PERF-015,"Perfume De Dama 25 Ml, Dorado",1,0,visible,"Perfume De Dama 25 Ml, Dorado",,,,taxable,,1,,,0,0,,,,,1,,,89,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/FRAN-PERF-015.png,,,,,,,,,0,Tipo,Perfumes,1,1
4751,simple,HEAL-PERF-001,"Agua De Perfume 15 Ml, Dulce Encuentro",1,0,visible,"Agua De Perfume 15 Ml, Dulce Encuentro",,,,taxable,,1,,,0,0,,,,,1,,,49,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-PERF-001.png,,,,,,,,,0,Tipo,Perfumes,1,1
4753,simple,HEAL-PERF-002,"Agua De Perfume 15 Ml, Precioso Florecer",1,0,visible,"Agua De Perfume 15 Ml, Precioso Florecer",,,,taxable,,1,,,0,0,,,,,1,,,49,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-PERF-002.png,,,,,,,,,0,Tipo,Perfumes,1,1
4755,simple,HEAL-PERF-003,"Agua De Perfume 15 Ml, Hermosa Danza",1,0,visible,"Agua De Perfume 15 Ml, Hermosa Danza",,,,taxable,,1,,,0,0,,,,,1,,,49,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-PERF-003.png,,,,,,,,,0,Tipo,Perfumes,1,1
4757,simple,HEAL-PERF-004,"Agua De Perfume 15 Ml, Amor De Verano",1,0,visible,"Agua De Perfume 15 Ml, Amor De Verano",,,,taxable,,1,,,0,0,,,,,1,,,49,Salud y Belleza > Perfumes,,,https://test.koniwi.com/wp-content/uploads/2019/11/HEAL-PERF-004.png,,,,,,,,,0,Tipo,Perfumes,1,1
4759,simple,UNIO-CONP-001,"Contenedor De Plastico 22X10X10.5 Cm, Beige Con Rosa",1,0,visible,"Contenedor De Plastico 22X10X10.5 Cm, Beige Con Rosa",,,,taxable,,1,,,0,0,,,,,1,,,39,Hogar y Cocina > Contenedores,,,https://test.koniwi.com/wp-content/uploads/2019/11/UNIO-CONP-001.png,,,,,,,,,0,Tipo,Plástico,1,1
4761,simple,UNIO-CONP-002,"Contenedor De Plastico 22X16X12 Cm, Gris",1,0,visible,"Contenedor De Plastico 22X16X12 Cm, Gris",,,,taxable,,1,,,0,0,,,,,1,,,69,Hogar y Cocina > Contenedores,,,https://test.koniwi.com/wp-content/uploads/2019/11/UNIO-CONP-002.png,,,,,,,,,0,Tipo,Plástico,1,1
4763,simple,UNIO-CONP-003,"Contenedor De Plastico 43X28X18 Cm, Beige",1,0,visible,"Contenedor De Plastico 43X28X18 Cm, Beige",,,,taxable,,1,,,0,0,,,,,1,,,109,Hogar y Cocina > Contenedores,,,https://test.koniwi.com/wp-content/uploads/2019/11/UNIO-CONP-003.png,,,,,,,,,0,Tipo,Plástico,1,1
4765,simple,UNIO-CONP-004,"Contenedor De Plastico 41X27.5X26 Cm, Rosa",1,0,visible,"Contenedor De Plastico 41X27.5X26 Cm, Rosa",,,,taxable,,1,,,0,0,,,,,1,,,229,Hogar y Cocina > Contenedores,,,https://test.koniwi.com/wp-content/uploads/2019/11/UNIO-CONP-004.png,,,,,,,,,0,Tipo,Plástico,1,1
4767,simple,UNIO-CONP-005,"Contenedor De Plastico 23X17X12 Cm, Palo De Rosa",1,0,visible,"Contenedor De Plastico 23X17X12 Cm, Palo De Rosa",,,,taxable,,1,,,0,0,,,,,1,,,49,Hogar y Cocina > Contenedores,,,https://test.koniwi.com/wp-content/uploads/2019/11/UNIO-CONP-005.png,,,,,,,,,0,Tipo,Plástico,1,1
4769,simple,BRIG-PLAT-001,"Plato De Fibra De Bambu, Juego De 2 Piezas En Forma De Mariposa",1,0,visible,"Plato De Fibra De Bambu, Juego De 2 Piezas En Forma De Mariposa",,,,taxable,,1,,,0,0,,,,,1,,,79,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-001.png,,,,,,,,,0,Tipo,Platos,1,1
4771,simple,BRIG-PLAT-002,Plato De Fibra De Bambu En Forma De Mono,1,0,visible,Plato De Fibra De Bambu En Forma De Mono,,,,taxable,,1,,,0,0,,,,,1,,,79,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-002.png,,,,,,,,,0,Tipo,Platos,1,1
4773,simple,BRIG-PLAT-003,"Plato De Fibra De Bambu, Juego De 2 Piezas En Forma De Abeja",1,0,visible,"Plato De Fibra De Bambu, Juego De 2 Piezas En Forma De Abeja",,,,taxable,,1,,,0,0,,,,,1,,,79,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-003.png,,,,,,,,,0,Tipo,Platos,1,1
4775,simple,BRIG-PLAT-004,"Plato De Fibra De Bambu, Juego De 2 Piezas En Forma De Ballena",1,0,visible,"Plato De Fibra De Bambu, Juego De 2 Piezas En Forma De Ballena",,,,taxable,,1,,,0,0,,,,,1,,,79,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-004.png,,,,,,,,,0,Tipo,Platos,1,1
4777,simple,BRIG-PLAT-005,Plato De Fibra De Bambu En Forma De Catarina,1,0,visible,Plato De Fibra De Bambu En Forma De Catarina,,,,taxable,,1,,,0,0,,,,,1,,,79,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-005.png,,,,,,,,,0,Tipo,Platos,1,1
4779,simple,BRIG-PLAT-006,"Plato De Fibra De Bambu, Juego De 2 Piezas, Rosa Y Verde",1,0,visible,"Plato De Fibra De Bambu, Juego De 2 Piezas, Rosa Y Verde",,,,taxable,,1,,,0,0,,,,,1,,,149,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-006.png,,,,,,,,,0,Tipo,Platos,1,1
4781,simple,BRIG-PLAT-007,"Plato De Fibra De Bambu, Hojas Verdes",1,0,visible,"Plato De Fibra De Bambu, Hojas Verdes",,,,taxable,,1,,,0,0,,,,,1,,,79,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-007.png,,,,,,,,,0,Tipo,Platos,1,1
4783,simple,BRIG-PLAT-008,"Plato De Fibra De Bambu, Rombos Turquesa",1,0,visible,"Plato De Fibra De Bambu, Rombos Turquesa",,,,taxable,,1,,,0,0,,,,,1,,,149,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-008.png,,,,,,,,,0,Tipo,Platos,1,1
4785,simple,BRIG-PLAT-009,"Plato De Fibra De Bambu Pequeño, Verde",1,0,visible,"Plato De Fibra De Bambu Pequeño, Verde",,,,taxable,,1,,,0,0,,,,,1,,,89,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-009.png,,,,,,,,,0,Tipo,Platos,1,1
4787,simple,BRIG-PLAT-010,"Plato De Fibra De Bambu Grande, Verde",1,0,visible,"Plato De Fibra De Bambu Grande, Verde",,,,taxable,,1,,,0,0,,,,,1,,,129,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-010.png,,,,,,,,,0,Tipo,Platos,1,1
4789,simple,BRIG-PLAT-011,"Plato De Fibra De Bambu Grande, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige",1,0,visible,"Plato De Fibra De Bambu Grande, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige",,,,taxable,,1,,,0,0,,,,,1,,,399,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-011.png,,,,,,,,,0,Tipo,Platos,1,1
4791,simple,BRIG-PLAT-012,"Plato De Fibra De Bambu Pequeño, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige",1,0,visible,"Plato De Fibra De Bambu Pequeño, Juego De 4 Piezas, Naranja, Gris Oscuro, Gris Claro Y Beige",,,,taxable,,1,,,0,0,,,,,1,,,249,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-012.png,,,,,,,,,0,Tipo,Platos,1,1
4793,simple,BRIG-PLAT-013,"Plato De Fibra De Bambu Navideño, Juego De 4 Piezas",1,0,visible,"Plato De Fibra De Bambu Navideño, Juego De 4 Piezas",,,,taxable,,1,,,0,0,,,,,1,,,199,Hogar y Cocina > Vajillas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-PLAT-013.png,,,,,,,,,0,Tipo,Platos,1,1
4795,simple,BOBS-POLV-001,"Polvo Compacto 7.5 Gr, Beige Natural",1,0,visible,"Polvo Compacto 7.5 Gr, Beige Natural",,,,taxable,,1,,,0,0,,,,,1,,,149,Salud y Belleza > Polvo,,,https://test.koniwi.com/wp-content/uploads/2019/11/BOBS-POLV-001.png,,,,,,,,,0,Tipo,Polvo,1,1
4797,simple,BOBS-POLV-002,"Polvo Compacto 7.5 Gr, Porcelana Brillante",1,0,visible,"Polvo Compacto 7.5 Gr, Porcelana Brillante",,,,taxable,,1,,,0,0,,,,,1,,,149,Salud y Belleza > Polvo,,,https://test.koniwi.com/wp-content/uploads/2019/11/BOBS-POLV-002.png,,,,,,,,,0,Tipo,Polvo,1,1
4799,simple,BOBS-POLV-003,"Polvo Compacto 9.5 Gr, Ivory",1,0,visible,"Polvo Compacto 9.5 Gr, Ivory",,,,taxable,,1,,,0,0,,,,,1,,,99,Salud y Belleza > Polvo,,,https://test.koniwi.com/wp-content/uploads/2019/11/BOBS-POLV-003.png,,,,,,,,,0,Tipo,Polvo,1,1
4801,simple,BOBS-POLV-004,"Polvo Compacto 9.5 Gr, Porcelana",1,0,visible,"Polvo Compacto 9.5 Gr, Porcelana",,,,taxable,,1,,,0,0,,,,,1,,,99,Salud y Belleza > Polvo,,,https://test.koniwi.com/wp-content/uploads/2019/11/BOBS-POLV-004.png,,,,,,,,,0,Tipo,Polvo,1,1
4803,simple,BOBS-POLV-005,"Polvo Compacto 9.5 Gr, Natural",1,0,visible,"Polvo Compacto 9.5 Gr, Natural",,,,taxable,,1,,,0,0,,,,,1,,,99,Salud y Belleza > Polvo,,,https://test.koniwi.com/wp-content/uploads/2019/11/BOBS-POLV-005.png,,,,,,,,,0,Tipo,Polvo,1,1
4805,simple,CLAS-ROMP-001,Rompecabeza De Animales De Madera,1,0,visible,Rompecabeza De Animales De Madera,,,,taxable,,1,,,0,0,,,,,1,,,199,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/CLAS-ROMP-001.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4807,simple,VIGA-ROMP-001,"Rompecabeza De 4 Piezas, Leon",1,0,visible,"Rompecabeza De 4 Piezas, Leon",,,,taxable,,1,,,0,0,,,,,1,,,69,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-001.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4809,simple,VIGA-ROMP-002,"Rompecabeza De 4 Piezas, Pez",1,0,visible,"Rompecabeza De 4 Piezas, Pez",,,,taxable,,1,,,0,0,,,,,1,,,69,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-002.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4811,simple,VIGA-ROMP-003,"Rompecabeza De 4 Piezas, Tortuga",1,0,visible,"Rompecabeza De 4 Piezas, Tortuga",,,,taxable,,1,,,0,0,,,,,1,,,69,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-003.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4813,simple,VIGA-ROMP-004,Compecabeza 3D De Catarina,1,0,visible,Compecabeza 3D De Catarina,,,,taxable,,1,,,0,0,,,,,1,,,99,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-004.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4815,simple,VIGA-ROMP-005,Rompecabeza 3D De Oso,1,0,visible,Rompecabeza 3D De Oso,,,,taxable,,1,,,0,0,,,,,1,,,99,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-005.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4817,simple,VIGA-ROMP-006,Rompecabeza 3D De Bote,1,0,visible,Rompecabeza 3D De Bote,,,,taxable,,1,,,0,0,,,,,1,,,99,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-006.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4819,simple,VIGA-ROMP-007,Rompecabeza 3D De Avion,1,0,visible,Rompecabeza 3D De Avion,,,,taxable,,1,,,0,0,,,,,1,,,99,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-007.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4821,simple,VIGA-ROMP-008,"Rompecabeza De 9 Piezas, Pato",1,0,visible,"Rompecabeza De 9 Piezas, Pato",,,,taxable,,1,,,0,0,,,,,1,,,139,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-008.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4823,simple,VIGA-ROMP-009,"Rompecabeza De 9 Piezas, Coche",1,0,visible,"Rompecabeza De 9 Piezas, Coche",,,,taxable,,1,,,0,0,,,,,1,,,139,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-009.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4825,simple,VIGA-ROMP-010,"Rompecabeza De 9 Piezas, Avion",1,0,visible,"Rompecabeza De 9 Piezas, Avion",,,,taxable,,1,,,0,0,,,,,1,,,139,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-010.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4827,simple,VIGA-ROMP-011,"Rompecabeza De 25 Piezas, Invierno",1,0,visible,"Rompecabeza De 25 Piezas, Invierno",,,,taxable,,1,,,0,0,,,,,1,,,179,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-011.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4829,simple,VIGA-ROMP-012,"Rompecabeza De 25 Piezas, Vehiculos",1,0,visible,"Rompecabeza De 25 Piezas, Vehiculos",,,,taxable,,1,,,0,0,,,,,1,,,179,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-012.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4831,simple,VIGA-ROMP-013,Rompecabeza 3D De Coche,1,0,visible,Rompecabeza 3D De Coche,,,,taxable,,1,,,0,0,,,,,1,,,99,Niños y bebés > Didácticos,,,https://test.koniwi.com/wp-content/uploads/2019/11/VIGA-ROMP-013.png,,,,,,,,,0,Tipo,Rompecabezas,1,1
4833,simple,BOBS-CREM-001,Crema Embellecedora 45 Gr,1,0,visible,Crema Embellecedora 45 Gr,,,,taxable,,1,,,0,0,,,,,1,,,129,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/BOBS-CREM-001.png,,,,,,,,,0,Tipo,Rostro,1,1
4835,simple,MOND-CREM-001,"Crema De Dia 50 Gr, Hidratante Y Antiarrugas",1,0,visible,"Crema De Dia 50 Gr, Hidratante Y Antiarrugas",,,,taxable,,1,,,0,0,,,,,1,,,99,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/MOND-CREM-001.png,,,,,,,,,0,Tipo,Rostro,1,1
4837,simple,MOND-CREM-002,"Crema De Noche 50 Gr, Rejuvenecedora Y Reparadora",1,0,visible,"Crema De Noche 50 Gr, Rejuvenecedora Y Reparadora",,,,taxable,,1,,,0,0,,,,,1,,,99,Salud y Belleza > Cremas,,,https://test.koniwi.com/wp-content/uploads/2019/11/MOND-CREM-002.png,,,,,,,,,0,Tipo,Rostro,1,1
4839,simple,BRIG-TUPS-001,"Set De Tuppers De Fibra De Bambu, 3 Piezas, Mariposa, Abeja Y Catarina",1,0,visible,"Set De Tuppers De Fibra De Bambu, 3 Piezas, Mariposa, Abeja Y Catarina",,,,taxable,,1,,,0,0,,,,,1,,,199,Hogar y Cocina > Tuppers,,,https://test.koniwi.com/wp-content/uploads/2019/11/BRIG-TUPS-001.png,,,,,,,,,0,Tipo,Set,1,1
